,Glance-LR-5,Glance-LR-10,Glance-LR-15,Glance-LR-20,Glance-LR-25,Glance-LR-30,Glance-LR-35,Glance-LR-40,Glance-LR-45,Glance-LR-50,Glance-LR-55,Glance-LR-60,Glance-LR-65,Glance-LR-70,Glance-LR-75,Glance-LR-80,Glance-LR-85,Glance-LR-90,Glance-LR-95,Glance-LR-100
mng-3.2.0,0.396,0.549,0.626,0.703,0.758,0.802,0.824,0.846,0.868,0.879,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901
mng-3.3.0,0.451,0.648,0.662,0.732,0.845,0.873,0.887,0.901,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
mng-3.5.0,0.452,0.667,0.738,0.762,0.81,0.857,0.857,0.857,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905
mng-3.6.0,0.406,0.594,0.75,0.781,0.812,0.844,0.875,0.875,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938,0.938
nifi-1.2.0,0.365,0.494,0.569,0.661,0.691,0.721,0.758,0.777,0.785,0.796,0.803,0.811,0.815,0.822,0.822,0.824,0.826,0.826,0.826,0.826
nifi-1.5.0,0.427,0.578,0.663,0.721,0.768,0.814,0.847,0.862,0.874,0.883,0.885,0.89,0.895,0.9,0.907,0.907,0.907,0.909,0.909,0.909
nifi-1.8.0,0.433,0.567,0.656,0.7,0.746,0.793,0.82,0.83,0.833,0.845,0.851,0.851,0.854,0.864,0.87,0.87,0.87,0.873,0.873,0.873
nutch-1.3,0.32,0.515,0.563,0.641,0.68,0.718,0.767,0.825,0.845,0.883,0.893,0.903,0.913,0.932,0.932,0.932,0.932,0.932,0.932,0.932
nutch-1.4,0.293,0.525,0.566,0.626,0.677,0.707,0.737,0.798,0.838,0.879,0.889,0.889,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929
nutch-1.5,0.303,0.525,0.556,0.616,0.667,0.707,0.758,0.798,0.838,0.889,0.889,0.889,0.899,0.909,0.909,0.909,0.909,0.909,0.909,0.909
nutch-1.6,0.278,0.522,0.567,0.611,0.656,0.722,0.767,0.8,0.844,0.856,0.856,0.867,0.867,0.911,0.911,0.911,0.911,0.911,0.911,0.911
nutch-1.7,0.239,0.5,0.568,0.602,0.648,0.693,0.739,0.761,0.818,0.818,0.83,0.875,0.875,0.886,0.886,0.886,0.886,0.886,0.886,0.886
nutch-1.8,0.257,0.527,0.568,0.622,0.649,0.689,0.77,0.784,0.838,0.851,0.865,0.905,0.905,0.919,0.932,0.932,0.932,0.932,0.932,0.932
nutch-1.9,0.246,0.508,0.538,0.615,0.677,0.723,0.754,0.769,0.831,0.831,0.846,0.877,0.877,0.892,0.892,0.892,0.892,0.892,0.892,0.892
nutch-1.10,0.388,0.553,0.576,0.6,0.635,0.694,0.706,0.729,0.741,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765
nutch-1.12,0.364,0.525,0.576,0.606,0.646,0.727,0.768,0.778,0.798,0.818,0.828,0.828,0.828,0.838,0.838,0.838,0.838,0.838,0.838,0.838
nutch-1.13,0.379,0.547,0.621,0.674,0.726,0.779,0.842,0.874,0.895,0.895,0.916,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937
nutch-1.14,0.459,0.635,0.703,0.743,0.757,0.784,0.824,0.865,0.878,0.905,0.905,0.905,0.905,0.919,0.946,0.946,0.946,0.946,0.946,0.946
nutch-1.15,0.463,0.593,0.685,0.741,0.778,0.778,0.796,0.815,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852
storm-0.9.3,0.116,0.209,0.256,0.302,0.372,0.419,0.442,0.442,0.442,0.442,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.465
storm-1.0.0,0.126,0.186,0.202,0.262,0.295,0.317,0.317,0.328,0.339,0.339,0.339,0.339,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
storm-1.0.3,0.353,0.588,0.588,0.706,0.706,0.706,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765,0.765
storm-1.0.5,0.4,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tika-0.8,0.327,0.415,0.544,0.639,0.673,0.721,0.762,0.782,0.796,0.803,0.81,0.83,0.85,0.857,0.864,0.864,0.864,0.864,0.864,0.864
tika-0.9,0.315,0.429,0.601,0.649,0.726,0.792,0.821,0.833,0.839,0.839,0.845,0.869,0.881,0.887,0.893,0.893,0.893,0.893,0.893,0.893
tika-0.10,0.341,0.475,0.637,0.682,0.732,0.793,0.799,0.81,0.827,0.832,0.838,0.849,0.922,0.927,0.927,0.927,0.927,0.927,0.927,0.927
tika-1.1,0.369,0.5,0.662,0.719,0.775,0.819,0.838,0.856,0.881,0.881,0.894,0.925,0.944,0.944,0.956,0.956,0.956,0.956,0.956,0.956
tika-1.3,0.386,0.551,0.652,0.728,0.747,0.804,0.81,0.823,0.842,0.842,0.842,0.88,0.892,0.899,0.899,0.899,0.899,0.899,0.899,0.899
tika-1.5,0.383,0.578,0.669,0.734,0.805,0.857,0.87,0.903,0.916,0.922,0.922,0.955,0.968,0.968,0.974,0.974,0.974,0.974,0.974,0.974
tika-1.7,0.383,0.537,0.631,0.698,0.732,0.805,0.826,0.832,0.846,0.879,0.879,0.899,0.913,0.919,0.919,0.919,0.919,0.919,0.919,0.919
tika-1.10,0.341,0.471,0.606,0.7,0.729,0.782,0.788,0.812,0.824,0.841,0.847,0.853,0.882,0.888,0.894,0.894,0.894,0.894,0.894,0.894
tika-1.13,0.403,0.477,0.604,0.705,0.752,0.805,0.805,0.866,0.872,0.893,0.899,0.899,0.926,0.926,0.926,0.933,0.933,0.933,0.933,0.933
tika-1.15,0.435,0.556,0.677,0.758,0.823,0.863,0.863,0.895,0.911,0.919,0.919,0.919,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935
tika-1.17,0.443,0.504,0.661,0.713,0.765,0.817,0.817,0.87,0.887,0.887,0.896,0.896,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
ww-2.0.5,0.314,0.431,0.532,0.59,0.649,0.707,0.718,0.734,0.766,0.771,0.793,0.798,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803
ww-2.0.10,0.385,0.483,0.603,0.644,0.707,0.753,0.77,0.828,0.851,0.879,0.891,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897
ww-2.1.1,0.38,0.511,0.625,0.674,0.755,0.815,0.842,0.87,0.908,0.929,0.94,0.951,0.951,0.957,0.957,0.957,0.957,0.957,0.957,0.957
ww-2.1.3,0.354,0.503,0.608,0.652,0.718,0.79,0.812,0.845,0.878,0.901,0.906,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923
ww-2.1.7,0.399,0.542,0.655,0.696,0.762,0.833,0.851,0.875,0.905,0.923,0.929,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946
ww-2.2.0,0.366,0.498,0.59,0.652,0.709,0.767,0.775,0.797,0.837,0.855,0.863,0.885,0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.894
ww-2.2.2,0.384,0.525,0.63,0.694,0.744,0.781,0.804,0.817,0.849,0.872,0.9,0.909,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918
ww-2.3.1,0.371,0.525,0.629,0.703,0.748,0.807,0.812,0.817,0.851,0.896,0.896,0.906,0.911,0.916,0.916,0.916,0.916,0.916,0.916,0.916
ww-2.3.4,0.379,0.53,0.636,0.717,0.768,0.823,0.828,0.838,0.864,0.909,0.919,0.924,0.929,0.929,0.929,0.929,0.929,0.929,0.929,0.929
ww-2.3.10,0.396,0.538,0.639,0.698,0.751,0.775,0.799,0.811,0.828,0.858,0.888,0.899,0.905,0.911,0.911,0.911,0.911,0.911,0.911,0.911
ww-2.3.15,0.392,0.559,0.664,0.713,0.755,0.804,0.832,0.853,0.867,0.902,0.93,0.944,0.944,0.958,0.958,0.958,0.958,0.958,0.958,0.958
ww-2.3.17,0.393,0.556,0.658,0.684,0.726,0.761,0.778,0.795,0.812,0.846,0.855,0.88,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
ww-2.3.20,0.472,0.648,0.75,0.769,0.815,0.861,0.88,0.889,0.907,0.935,0.935,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963
ww-2.3.24,0.457,0.66,0.755,0.777,0.798,0.862,0.883,0.894,0.915,0.947,0.947,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979
zookeeper-3.5.1,0.325,0.537,0.613,0.65,0.7,0.738,0.775,0.8,0.8,0.812,0.812,0.812,0.812,0.825,0.825,0.825,0.825,0.825,0.825,0.825
zookeeper-3.5.2,0.433,0.617,0.733,0.8,0.833,0.867,0.917,0.933,0.933,0.95,0.95,0.95,0.95,0.967,0.967,0.967,0.967,0.967,0.967,0.967
zookeeper-3.5.3,0.5,0.625,0.725,0.8,0.825,0.875,0.875,0.925,0.925,0.95,0.95,0.95,0.95,0.975,0.975,0.975,0.975,0.975,0.975,0.975
